author,text,title,date,category,url,source
Ahmad Effendi,"Setelah bekerja 50 jam seminggu, selama 35 tahun, orang tua ini akhirnya sukses secara materi. Namun, ia malah menyesal karena di masa tua, sang anak mengabaikannya. Masa tuanya diliputi kesepian. Rumah milik Farley Ledgerwood di Santa Monica, California, sebenarnya sangat ideal untuksebuah keluarga besar. Ada empat kamar tidur, tiga kamar mandi, dan sebuah meja makan panjang di dapur yang bisa menampung banyak anggota keluarga sekaligus. Namun, setiap hari sekitar jam setengah tujuh malam, Farley hanya duduk sendirian di sana. Di depannya bukan masakan hangat yang baru matang, tetapi cuma makanan sisa kemarin yang baru saja ia panaskan dimicrowave. Selama 35 tahun, Farley adalah definisi sosok yang sangat berdedikasi dalam hal mencari nafkah. Ia bekerja rata rata 50 jam seminggu di sebuah perusahaan asuransi. Ambisinya sederhana: ia ingin anak anaknya memiliki kehidupan yang jauh lebih baik daripada yang ia rasakan dulu saat masih kecil. Sebagai orang tua, saya merasa memiliki kewajiban moral untuk memutus rantai kesulitan ekonomi yang pernah dialami keluarga saya di masa lalu, ucap Farley dalam curhatannya di lamanGLOBAL English Editing, sebagaimana Mojok kutip, Selasa (24/2/2026). Dulu, Farley tumbuh besar melihat ayahnya pulang kerja dengan tangan yang selalu kotor oleh oli pabrik. Ayahnya sering ketiduran di kursi karena kelelahan sebelum sempat makan malam. Pesan sang ayah selalu sama, Ayah kerja begini supaya kalian punya hidup yang lebih enak. Farley memegang teguh pesan itu saat ia sendiri akhirnya menjadi orang tua. Bedanya, ia bekerja di kantor yang bersih dan ber AC. Ia tidak lagi mandi keringat di pabrik, tapi ia terjebak dalam perlombaan naik jabatan yang tak pernah usai. Dari yang awalnya hanya berniat kerja lembur sampai proyek ini selesai , malah menjadi kebiasaan selama tiga dekade penuh. Bagi Farley, menjadi sosok orang tua yang baik berarti menjadi penyedia (provider). Ia sangat bangga karena tidak pernah sekalipun harus bilang kita tidak punya uang kepada anak anaknya. Anak anaknya masuksekolah swasta terbaik, kuliah tanpa perlu pusing memikirkan utang, dan bahkan ia bantu saat mereka ingin mencicil rumah pertama. Banyak orang tua di luar sana mungkin akan menganggap pencapaian Farley sebagai puncak dari sebuah keberhasilan dalam membesarkan anak. Masalahnya, setiap pengorbanan materi itu selalu ada harganya. Farley menjadi sangat ahli dalam membuat alasan untuk ketidakhadirannya secara fisik maupun emosional di rumah. Maaf ya, Ayah tidak bisa datang ke acara sekolah, atau Ayah tidak bisa menonton pertandingan bola kamu hari ini, ada rapat penting, begitu katanya berkali kali. Dalam pikirannya, sebagai orang tua yang bertanggung jawab, ia sedang berkorban demi masa depan. Ia merasa sedang menabung untuk liburan keluarga tahun depan atau untuk dana pendidikan yang lebih tinggi. Ia merasa sedang menyatakan kasih sayang melalui angka angka di buku tabungan. Padahal, ada satu hal yang lupa ia berikan: waktu untukhal hal sepeletapi bermakna. Ia tidak pernah ada di rumah pada Selasa sore untuk sekadar membantu mereka mengerjakan PR. Ia jarang ada di rumah pada Sabtu pagi untuk membuat sarapan santai sambil mengobrol tentang hobi anak anaknya. Hidup saya berlalu begitu saja dengan kesibukan kerja. Ini penyesalan terbesar saya dan mungkin juga orang tua lain ketika masa muda anak anak mereka sudah lewat, ungkapnya. Pensiun di usia 62 tahun awalnya terasa seperti memenangkan lotre bagi Farley. Ia membayangkan akhirnya memiliki semua waktu di dunia untuk menjadi sosok yang ia impikan. Ia ingin berkunjung ke rumah anak anaknya, mengobrol lama, dan menebus waktu yang hilang selama berpuluh puluh tahun. Sebagai orang tua, saya merasa inilah saatnya untuk menuai kebahagiaan bersama keluarga yang selama ini saya hidupi dengan keringat saya, kata Farley. Namun, kenyataannya ternyata jauh lebih pahit dari yang ia bayangkan. Setelah berhenti bekerja, Farleymerasa kehilangan identitas. Lebih menyedihkan lagi, telepon yang ia tunggu tunggu dari anak anaknya tidak kunjung berdering lebih sering. Kunjungan mereka pun sangat jarang, mungkin hanya setahun beberapa kali saat hari besar atau libur nasional. Kesepian ini menjadi beban berat yang harus ditanggung oleh orang tua yang dulu mengira bahwa uang adalah segalanya. Anak anaknya sebenarnya tidak membencinya. Mereka tetap sopan, menghormati, dan bersikap baik setiap kali bertemu. Namun, mereka sangat sibuk. Mereka sekarang tinggal di kota yang jauh dan memiliki karier yang sedang menanjak dengan pesat. Ironisnya, mereka mempelajari pola hidup itu dari Farley sendiri. Inilah risiko yang seringkali tidak disadari oleh para orang tua saat mereka memberikan contoh bahwa pekerjaan harus selalu berada di urutan pertama dalam skala prioritas hidup. Baca halaman selanjutnya… Orang tua mewariskan contoh buruk ke anak.","35 Tahun Bekerja Keras demi Anak, tapi Kesepian di Masa Tua karena Dianggap Tak Pernah Hadir untuk Keluarga",24 Februari 2026,liputan,https://mojok.co/liputan/harian/orang-tua-kerja-keras-tapi-kesepian-di-masa-tua/,mojok
Febryantino Nur Pratama,"Kris Dayantimenggelar acara silaturahmi Lebaran di kediamannya di kawasan Jeruk Purut, Jakarta Selatan. Dalam momen tersebut, ia berbagi makna Idul Fitri sekaligus tradisi yang dijalankan bersama keluarga. Dan alhamdulillah kita bisa mencapai sebuah pencapaian ya. Bukan saja kemenangan, tapi bagaimana kita memaknai ini sebagai hari yang fitri, hari di mana Allah memberikan ampunan atas dosa dosa kita ya, insyaallah, katanya kemarin. Ia pun menyampaikan harapannya di momen Lebaran tahun ini. Menurutnya, Idul Fitri menjadi pengingat untuk menjadi pribadi yang lebih baik. Kita jadinya lebih hemat lagi akan dosa karena kita pastinya mau berbuat baik ke depannya. Jadi mudah mudahan, salam dari saya dan keluarga untuk semua saudara muslim yang menyaksikan, saya dan keluarga memohon maaf lahir dan batin, tuturnya. Dalam kesempatan yang sama, Kris Dayanti mengungkap tradisi sungkeman tetap dilakukan dalam keluarganya. Ia menyebut sejumlah anggota keluarga akan berkumpul di rumahnya. Iya, ada tradisi sungkeman. Biasanya Yuni (Shara) dan ada anak anak, eh apa keluarganya Mas Anang juga insyaallah datang, ujarnya. Namun untuk tahun ini, ia memastikan tidak menggelar open house besar besaran. Meski begitu, keluarga besar tetap akan datang berkumpul. Jadi ini karena Mama adalah kakak tertua di sini, dan tinggal sama saya sudah 15 tahun, jadi pasti adik adiknya ke sini. Tanpa diundang undang gitu pasti pada kumpul, sama seperti warga. Nggak diundang ya datang saja gitu, karena mungkin ada rasa memiliki, jelasnya. Soal hidangan Lebaran, Kris Dayanti menyiapkan berbagai menu khas yang biasa disantap bersama keluarga. Lontong, ketupat, opor ayam, krecek, terus ada bakso, dan juga ada empal gentong. Karena biasanya kan sudah lama nggak sarapan pagi kan, jadi ya memang makanan keluarga, katanya. Saat ditanya apakah memasak sendiri, Kris Dayanti hanya tertawa. Ia juga berbagi kabar soal ibadah puasa anak anaknya. Sang putri, Amora, disebut berhasil menjalani puasa penuh selama satu bulan. Alhamdulillah Amora full satu bulan. Kellen karena kemarin ada demam jadi batal empat hari ya, pungkasnya.","Makna Lebaran Bagi Kris Dayanti, Jaga Hubungan dengan Anang","Minggu, 22 Mar 2026 23:03 WIB",celeb,https://hot.detik.com/celeb/d-8411512/makna-lebaran-bagi-kris-dayanti-jaga-hubungan-dengan-anang,detik
Muchamad Aly Reza,"Ucapan duka masih membumbung atas kepergian Vidi Aldiano hingga Senin (9/3/2026). Suami Sheila Dara itu meninggal dunia pada Sabtu (7/3/2026) pukul 16.30 WIB setelah 7 tahun berjuang melawan kanker ginjal. Senyampang ituMojokmenampung berbagai ungkapan dari warganet yang merasa iri dengan cara hidup dan cara pergi Vidi. Lima orang warganet itu bahkan mulai bertanya tanya: apakah mereka sudah menjalani hidup sebagaimana yang Vidi Aldiano jalani sehingga kelak bisa pergi sebagaimana sosok yang kerap dilabeli duta persahabatan itu pergi? Merangkum ungkapan dari lima warganet tersebut pada Minggu (8/3/2027), hari ketika jenazah Vidi dikebumikan, berikut adalah cara hidup dan cara pergi Vidi Aldiano yang didambakan oleh banyak orang (setidaknya dari lima warganet yang menjadi responden Mojok): Bukan tanpa alasan kenapa suami Sheila Dara tersebut dilabeli duta persahabatan oleh lingkaran pertemanannya. Pasalnya, penyanyi sekaligus host di program PodHub tersebut memang dikenal sangatmudah bergauldengan siapa pun. Dari pengakuan para sahabtanya sesama artis, juga dari tayangan tayangan program yang ada Vidi di dalamnya, tampak betul bahwa Vidi adalah sosok yang sangatpositive vibes: rasa rasanya tidak ada yang tidak merasa senang tiap bertemu dengannya. Kehangatan itu pun tidak dibuat buat atau sekadar formalitas belaka. Tapi benar benar tulus: karena Vidi memang suka berteman dengan banyak orang. Cara hidup semacam itu amat didambakan oleh lima warganet respondenMojok: menjadi orang yang dianggappositive vibessehingga bisa masuk atau diterima di lingkaran mana saja. Bagi lima respondenMojok,Suami Sheila Dara itu juga dikenal sebagai sosokpenuh cinta dan tanpa banyak drama. Setidaknya dari konten konten yang bertebaran. Tujuh tahun Vidi Aldiano membina rumah tangga bersama Sheila Dara. Nyaris tidak ada kabar miring kecuali datang dari mulut netizen julid. Justru, Vidi selalu menunjukkan kalau hubungannya dengan sang istri justru kian penuh kecintaan seiring bertambahnya usia pernikahan. Tidak hanya penuh cinta ke istri, ia juga penuh cinta ke keluarga dan sahabat sahabatnya. Cara hidup yang penuh cinta itu membuat iri lima respondenMojok. Mereka mendambakan bisa hidup dengan cinta di hati, sehingga alih alih musuh, yang berdatangan justru orang orang baik yang bisa menjadisupport system.Dan itu terus bertambah seiring cinta yang terus ditebar. Setidaknya dari dua cara hidup yang kasat di mata publik itu, berimplikasi terhadap cara pergi Vidi: Seluruh sahabat sahabat Vidi Aldiano memberi satu kesaksian yang sama usai kepergian suami Sheila Dara tersebut: bersaksi bahwa Vidi adalah orang baik. Kesaksian itu diperkuat dengan wafatnya Vidi yang juga bertepatan dengan bulan baik dan mulia: Ramadan. Bulan yang, menurut penjelasan Habib Jafar saat melayat ke pemakaman Vidi, merupakan bulan di mana tidak ada pembatas antara ampunan Allah Swt dengan hamba Nya. Bulan ketika pintu neraka ditutup, dan surga menjadi satu satunya pintu yang terbuka. Lima respondenMojokmengaku merinding melihat kesaksian kesaksian tersebut: tidak ada hal lain yang disaksikan dan dirasakan orang orang di sekitar Vidi Aldiano selain kebaikan. Bagi lima respondenMojokyang sejak Sabtu malam mengikuti perkembangan berita soal meninggalnya Vidi Aldiano, hanya satu yang membuat mereka terasa terganggu. Yakni momen di TPU Tanah Kusir, Kebayoran Lama, Jakarta Selatan. Mereka mengaku kesal sekali dengan ulah wartawan gosip yang seolah tidak punya empati. Urusannya hanya sebatas harus rebutan ungkapan Sheila Dara tanpa mempertimbangkan bahwa ia masih dalam kondisi berduka. Namun, lima respondenMojoktidak melihat sahabat dan kerabat Vidi yang sibuk ngonten saat di pemakaman. Semua fokus mengantar dan mendoakan kepergian Vidi. Setelahnya jasad Vidi diturunkan ke liang lahad, nama dan sosok Vidi Aldioano kemudian dikenang dengan semestinya. Disimpan rapat rapat dalam memori indah sahabat dan kerabatnya. Kalau kata lima respondenMojok,memangnya siapa yang tidak ingin pergi dalam kondisi seperti itu: diantar, didoakan, dan dikenang dengan begitu tulus dan penuh cinta. Penulis: Muchamad Aly Reza Editor: Ahmad Effendi","Mendambakan Menjadi Seperti Vidi Aldiano, Cara Hidup dan Pergi bikin “Iri” Banyak Orang",9 Maret 2026,liputan,https://mojok.co/liputan/sosok/cara-hidup-dan-pergi-vidi-aldiano-didambakan-banyak-orang/,mojok
Ela Nurlaela,"Waktusahursering dimanfaatkan sebagai momen untuk mengumpulkan tenaga sebelum menjalani puasa seharian. Tak sedikit yang akhirnya makan dalam porsi besar, terutamanasi, dengan harapan bisa menahan lapar lebih lama. Namun, anggapan bahwa makan nasi ataukarbohidratdalam jumlah banyak saat sahur bisa membuat tubuh lebih kuat ternyata tidak sepenuhnya benar. Dokter dan ahli gizi masyarakat, dr. Tan Shot Yen, menjelaskan bahwa konsumsi nasi dalam jumlah besar bukanlah strategi yang tepat untuk menahan lapar selama berpuasa. Menurut lulusan Fakultas Kedokteran Universitas Indonesia (FKUI) tersebut, banyak orang yang masih percaya bahwa memperbanyak porsi nasi atau makanan manis saat sahur akan membuat tubuh lebih bertenaga. Padahal, pola makan seperti ini justru bisa membuat rasa lapar datang lebih cepat. Yang pasti jadi gampang lapar karena cepat dicerna jadi gula darah. Tergantung juga dengan jenis karbonya, kata Tan seperti dikutip dariAntara, Kamis (26/2). Karbohidrat, terutama yang bersifat sederhana seperti gula pasir dan sirup akan lebih cepat diolah tubuh menjadi gula darah. Akibatnya, rasa kenyang tidak bertahan lama dan tubuh lebih cepat mengirimkan sinyal lapar. Jika sering terjadi dan rutin maka risiko diabetes muncul, tambahnya. Sebagai alternatif, Tan menyarankan masyarakat memilih karbohidrat kompleks saat sahur, seperti nasi merah, ubi, atau jagung. Jenis karbohidrat ini dicerna lebih lambat oleh tubuh sehingga membantu menjaga kadar gula darah tetap stabil selama berpuasa. Menurutnya, karbohidrat kompleks juga cenderung membuat seseorang tidak makan berlebihan. Jika karbo kompleks seperti nasi merah, ubi, jagung, biasanya kita tidak mungkin makan banyak banyak, ujar Tan. Tak hanya soal jenis karbohidrat, ia juga menekankan pentingnya asupan serat yang cukup saat sahur. Serat berperan penting dalam memberikan rasa kenyang lebih lama sekaligus membantu menjaga gula darah tetap stabil sepanjang hari.",Ahli Gizi Ungkap Kebanyakan Nasi Saat Sahur Justru Bikin Cepat Lapar,26 Februari 2026 15:00 WIB,food-travel,https://kumparan.com/kumparanfood/ahli-gizi-ungkap-kebanyakan-nasi-saat-sahur-justru-bikin-cepat-lapar-26u9F4mgZZn,kumparan
AI,Langit Indonesia bakal disambangi Gerhana Bulan Total pada Selasa 3 Maret 2026 mendatang. Peristiwa langit ini jadi momen yang nggak biasa karena kali ini gerhana bakal terjadi pas bulan puasa. Gerhana Bulan Total sendiri adalah fenomena saat Matahari Bumi dan Bulan berada dalam satu garis lurus dengan Bumi di tengah sehingga bayangan Bumi menutupi Bulan sepenuhnya. Saat itu Bulan akan terlihat berwarna kemerahan akibat pembiasan cahaya Matahari oleh atmosfer Bumi yang dikenal sebagai Blood Moon. Menurut LAPAN Badan Riset dan Inovasi Nasional BRIN gerhana kali ini bisa diamati dari seluruh wilayah Indonesia. Fase awal gerhana diprediksi mulai pukul 16.25 WIB saat Bulan memasuki bayangan penumbra Bumi. Lalu fase total akan terjadi pada pukul 18.34 WIB dan mencapai puncaknya sekitar pukul 19.12 WIB. Gerhana akan berakhir sepenuhnya pada pukul 21.57 WIB. Durasi totalitas gerhana ini diperkirakan sekitar 58 menit cukup lama untuk dinikmati. Fenomena ini jadi istimewa karena bertepatan dengan bulan Ramadan. Biasanya gerhana Bulan jarang terjadi saat bulan puasa sehingga banyak umat Muslim yang mungkin akan mengamati gerhana sambil menjalankan ibadah. Beberapa daerah di Indonesia bahkan berencana menggelar sholat gerhana atau sholat khusuf yang dianjurkan dalam agama Islam saat fenomena ini terjadi. Bagi para pengamat langit dan pecinta astronomi momen ini jadi kesempatan emas untuk mengabadikan Blood Moon. Bulan yang biasanya putih keabu abuan akan berubah jadi merah tua selama fase total. Fenomena ini juga bisa jadi ajang edukasi bagi masyarakat terutama anak anak untuk belajar tentang gerakan benda langit dan tata surya. Meski begitu perlu diingat mengamati gerhana Bulan bisa dilakukan dengan mata telanjang tanpa alat khusus. Tapi kalau mau hasil foto yang lebih jelas disarankan pakai teleskop atau kamera dengan lensa tele. Cuaca juga jadi faktor penting jadi pastikan langit cerah saat malam gerhana tiba. Kalau beruntung mungkin kita bisa melihat pemandangan langka ini tanpa gangguan awan.,Gerhana Bulan Total Saat Puasa Sambangi Indonesia 3 Maret 2026,,tekno-sains,,
AI,"tirto.id— Nusron Wahid siap menggelar lahan raksasa untuk mendukung proyek energi terbarukan pemerintah yang ambisius, PLTS 100 gigawatt (GW) yang dicanangkan Menko Marves Prabowo Subianto. Direktur Jenderal Penataan Agraria Kementerian ATR/BPN itu mengungkap rencana menyiapkan lahan seluas 3,1 juta hektare atau setara 1,5 kali luas Pulau Bali guna menampung instalasi pembangkit listrik tenaga surya (PLTS) skala besar. Pernyataan itu disampaikan Nusron dalam acara di Jakarta pekan lalu, ia menjelaskan bahwa lahan tersebut akan tersebar di berbagai wilayah Indonesia terutama kawasan timur yang memiliki potensi sinar matahari melimpah. Kami sudah memetakan lokasi lokasi yang cocok, ujarnya, sebagian besar berada di kawasan terpencil yang selama ini belum dimanfaatkan secara optimal. Proyek ini merupakan bagian dari target pemerintah untuk mencapai bauran energi terbarukan sebesar 23 persen pada 2025 dan net zero emission pada 2060. Namun, tantangan terbesar tetaplah ketersediaan lahan yang memadai. Nusron mengakui pihaknya masih harus berkoordinasi dengan pemerintah daerah dan pemangku kepentingan lainnya untuk memastikan lahan tersebut benar benar siap digunakan. Sementara itu, Direktur Eksekutif Institute for Essential Services Reform (IESR) Fabby Tumiwa menilai rencana ini realistis namun membutuhkan sinergi yang kuat antara pusat dan daerah. Tanpa dukungan regulasi yang jelas dan insentif yang memadai, lanjutnya, proyek sebesar ini bisa terkendala masalah perizinan dan pembebasan lahan. Pemerintah sendiri optimistis proyek ini akan membuka lapangan kerja baru dan mendorong pertumbuhan ekonomi di daerah. Kami berharap PLTS 100 GW ini bukan hanya soal energi, tapi juga soal pemerataan pembangunan, tegas Nusron. Namun, sejauh mana target ini bisa terwujud masih menjadi tanda tanya besar, mengingat pengalaman proyek serupa di masa lalu yang sering kali molor dari jadwal.","Nusron Siapkan Lahan 1,5 Kali Luas Bali buat PLTS 100 GW Prabowo",,Ekonomi,,
Febryantino Nur Pratama,"Suasana Lebaran dimanfaatkanRia Ricisuntuk mengungkapkan sejumlah keinginannya di tahun ini. Mulai dari rencana ibadah hingga liburan bersama sang anak, Moana. Saat ditemui di kediamannya di kawasan Kebagusan, Ricis mengaku masih memiliki target yang ingin dicapai, salah satunya kembali menjalankan ibadah umrah. Penginnya sih umrah ya karena tahun ini di 2025 belum dapat umrah, kemarin kan ada kendala karena satu dan lain hal belum terpanggil juga. Jadi penginnya tahun ini pengin banget umrah, kata Ria Ricis di Kebagusan, Jakarta Selatan, kemarin. Tak hanya itu, adik dari Oki Setiana Dewi tersebut juga ingin menghabiskan waktu liburan bersama putrinya. Ia mengaku ingin membawa Moana berlibur ke pantai. Pengin banget bawa Moana jalan jalan, pengin ke pantai karena habis ini Moana penginnya dia minta liburan di pantai, Lebaran di pantai karena juga nggak ada siapa siapa di sini, jadi ya pengin bawa ke pantai saja, ungkapnya. Ketika ditanya lebih lanjut soal destinasi, Ricis menyebut kawasan Kepulauan Seribu menjadi pilihan utama. Pengin ke Pulau Seribu, Moana. Jadi dia bilang kan aku suka scrolling scrolling video gitu, dia bilang mau ke sini mau ke sini terus kita lihat ada satu di Pulau Seribu gitu, Moana pengin ke situ, jelasnya. Meski dikenal hobi menyelam, Ricis mengaku belum memiliki rencana untuk diving dalam waktu dekat. Kondisi kesehatannya yang kurang fit menjadi salah satu alasan. Karena memang tujuan utamanya bawa anak main main doang. Kalau untuk diving kayaknya belum ada persiapan juga, karena aku lagi flu juga, lagi kurang enak badan, jadi kayaknya harus ditahan dulu kali ya demi kesehatan biar bisa kerja, tuturnya. Menurut Ricis, Kepulauan Seribu dipilih karena lokasinya yang dekat dan praktis untuk liburan singkat bersama anak. Ini yang paling dekat ya, paling dekat Pulau Seribu, paling terjangkau kalau dilihat dari segi lokasi dan supaya nggak repot banget. Pulau Seribu tuh sudah paling pilihan terbaiklah menurut aku, pungkasnya.",Ria Ricis Ajak Moana Liburan ke Pantai Saat Lebaran,"Selasa, 24 Mar 2026 22:02 WIB",celeb,https://hot.detik.com/celeb/d-8413360/ria-ricis-ajak-moana-liburan-ke-pantai-saat-lebaran,detik
Habib Allbi Ferdian,"SpaceXresmi mengakuisisi startup kecerdasan buatan (AI), xAI, dua perusahaan yang sama sama dimiliki oleh orang terkaya di dunia, Elon Musk. Langkah ini melahirkan perusahaan swasta dengan valuasi terbesar di dunia. Elon Musk, yang juga menjabat CEO SpaceX, menjelaskan dalam sebuah memo yang dipublikasikan di situs resmi SpaceX bahwa penggabungan ini sebagian besar didorong oleh ambisinya membangun data center (pusat data) berbasis AI di luar angkasa, sebuah gagasan yang dalam beberapa bulan terakhir semakin menjadi fokusnya. Perkembangan AI saat ini bergantung pada pusat data besar di darat yang membutuhkan daya listrik dan sistem pendinginan dalam jumlah masif. Permintaan listrik global untuk AI tidak mungkin dipenuhi hanya dengan solusi terestrial, bahkan dalam waktu dekat, tanpa menimbulkan beban bagi masyarakat dan lingkungan, tulis Musk dalam pernyataan resmi. Menurut laporanBloombergyang pertama kali mengungkap kesepakatan ini, valuasi gabungan SpaceX dan xAI mencapai 1,25 triliun dolar AS. SpaceX disebut tengah menyiapkan penawaran saham perdana (IPO) paling cepat pada Juni tahun ini, meski Musk tidak menyinggung rencana tersebut dalam memonya sehingga dampak merger terhadap jadwal IPO masih belum jelas. Akuisisi ini menyatukan dua perusahaan Musk yang sama sama menghadapi tantangan finansial. xAI dilaporkan telah menghabiskan kas sekitar 1 miliar dolar AS per bulan, sedangkanSpaceX disebut memperoleh hingga 80 persen pendapatannya dari peluncuran satelit Starlink miliknya. Pada tahun lalu, xAI juga mengakuisisi X, perusahaan media sosial yang juga dimiliki Musk, dengan klaim valuasi gabungan mencapai 113 miliar dolar AS. Musk menyebut pembangunandata centerdi luar angkasa akan membutuhkan aliran satelit yang konstan, meski ia tidak merinci jumlahnya. Skema ini berpotensi menciptakan aliran pendapatan jangka panjang bagi SpaceX, terutama karena satelit wajib dikeluarkan dari orbit setiap lima tahun sesuai aturan Komisi Komunikasi Federal AS (FCC). Meski pusat data di luar angkasa menjadi tujuan jangka panjang, fokus jangka pendek SpaceX dan xAI saat ini sangat berbeda. SpaceX tengah berupaya membuktikan kemampuan roket Starship untuk membawa astronaut ke Bulan dan Mars, sementara xAI sedang bersaing langsung dengan raksasa AI seperti Google dan OpenAI. Tekanan kompetisi tersebut mendorong perubahan kebijakan di xAI. The Washington Post melaporkan Musk melonggarkan pembatasan pada chatbot Grok, yang kemudian berkontribusi pada penyalahgunaan Grok untuk membuat konten seksual nonkonsensual. Selain SpaceX dan xAI, Musk juga memimpin Tesla, The Boring Company, dan Neuralink. Tesla dan SpaceX sebelumnya masing masing telah menanamkan investasi sebesar 2 miliar dolar AS ke xAI, menegaskan strategi Musk untuk mengintegrasikan bisnis antariksa, AI, dan infrastruktur digital dalam satu ekosistem besar.","SpaceX Akuisisi xAI, Elon Musk Siap Bangun Data Center AI di Luar Angkasa",6 Februari 2026 10:08 WIB,tekno-sains,https://kumparan.com/kumparantech/spacex-akuisisi-xai-elon-musk-siap-bangun-data-center-ai-di-luar-angkasa-26lxZN00p7o,kumparan
Habib Allbi Ferdian,"Erythritol, pemanis yang banyak ditemukan dalam protein bar, minuman energi, hingga produk berlabel 'bebas gula', selama ini dianggap sebagai alternatif gula yang aman. Namun penelitian terbaru menunjukkan, pemanis ini mungkin memiliki dampak yang lebih kompleks terhadap kesehatan, terutama terkait risikostroke. Studidari University of Colorado mengungkap erythritol berpotensi merusak sel pada sawar darah otak, sistem pelindung pada otak yang menyaring zat berbahaya sekaligus mengizinkan nutrisi penting masuk. Gangguan pada sistem ini berpotensi meningkatkan risiko gangguan pembuluh darah otak. Dalam penelitian laboratorium itu, para ilmuwan memaparkan sel sawar darah otak dengan kadar erythritol, yang setara dengan setelah seseorang mengonsumsi satu minuman ringan yang mengandung senyawa ini. Hasilnya, terjadi reaksi berantai kerusakan sel yang berpotensi membuatotaklebih rentan terhadap pembentukan bekuan darah, penyebab utama stroke iskemik. Peneliti menemukan bahwa erythritol memicu stres oksidatif, kondisi ketika sel 'dibanjiri' molekul reaktif berbahaya yang dikenal sebagai radikal bebas. Pada saat yang sama, pertahanan antioksidan alami tubuh justru menurun. Kombinasi ini merusak fungsi sel dan dalam beberapa kasus menyebabkan kematian sel. Ilmuwan juga menemukan gangguan pada kemampuan pembuluh darah mengatur aliran darah. Dalam kondisi normal, pembuluh darah melebar saat organ membutuhkan lebih banyak oksigen dan menyempit saat kebutuhan berkurang. Mekanisme ini bergantung pada dua molekul utama, yaitu nitric oxide yang melemaskan pembuluh darah dan endothelin 1 yang menyempitkannya. Paparan erythritol dalam studi tersebut menurunkan produksi nitric oxide dan meningkatkan endothelin 1. Ketidakseimbangan ini berpotensi membuat pembuluh darah tetap dalam kondisi menyempit, sehingga suplai oksigen dan nutrisi ke otak terganggu, kondisi yang dikenal sebagai salah satu tanda peringatan stroke iskemik. Lebih lanjut, erythritol juga menghambat pelepasan tissue plasminogen activator, senyawa yang berfungsi melarutkan bekuan darah secara alami. Jika mekanisme ini terganggu, bekuan darah berpotensi bertahan lebih lama dan memicu sumbatan pembuluh darah otak. Perubahan pada fenotipe sel endotel ini diketahui mendasari disfungsi serebrovaskular dan berkontribusi pada peningkatan risiko stroke iskemik, tulis peneliti dalam jurnal risetnya yang terbit diJournal of Applied Physiology. Temuan laboratorium ini selaras dengan sejumlah studi observasional berskala besar, yang sebelumnya mengaitkan kadar erythritol tinggi dalam darah dengan peningkatan risiko penyakit kardiovaskular, termasuk serangan jantung dan stroke. Dalam salah satu studi besar, peserta dengan kadar erythritol tertinggi tercatat hampir dua kali lebih mungkin mengalami kejadian jantung serius, seperti serangan jantung atau stroke, dibandingkan mereka dengan kadar rendah. Meski demikian, para peneliti menekankan adanya keterbatasan. Percobaan dilakukan pada sel terisolasi di laboratorium, bukan pada pembuluh darah utuh dalam tubuh manusia. Karena itu, diperlukan penelitian lanjutan dengan model yang lebih mendekati kondisi fisiologis nyata. Erythritol memiliki posisi unik di antara pemanis lainnya. Berbeda dari pemanis buatan seperti aspartam atau sucralose, erythritol tergolong gula alkohol yang secara alami juga diproduksi tubuh dalam jumlah kecil. Status ini membuatnya tidak termasuk dalam pedoman terbaru World Health Organization (WHO) yang membatasi penggunaan pemanis buatan untuk pengendalian berat badan. Sejauh ini, badan regulator seperti European Food Standards Agency dan US Food and Drug Administration telah menyetujui erythritol sebagai bahan yang aman dikonsumsi. Namun temuan terbaru ini mendorong evaluasi lebih kritis terhadap konsumsi jangka panjangnya. Bagi konsumen, temuan ini menyoroti dilema dalam mengganti gula. Erythritol membantu menurunkan asupan kalori dan mengendalikan lonjakan gula darah, yang penting dalam pengelolaan berat badan dan pencegahan diabetes. Namun konsumsi rutin dalam jumlah tinggi berpotensi membawa konsekuensi pada kesehatan pembuluh darah dan otak. Penelitian ini menegaskan pentingnya menilai kembali pola konsumsi produk berlabel bebas gula. Mengurangi ketergantungan pada rasa manis, baik dari gula maupun penggantinya, dapat menjadi langkah lebih aman sambil menunggu hasil riset lanjutan yang lebih komprehensif.","Studi: Pemanis Erythritol Bisa Ganggu Pelindung Otak, Tingkatkan Risiko Stroke",16 Februari 2026 12:14 WIB,tekno-sains,https://kumparan.com/kumparansains/studi-pemanis-erythritol-bisa-ganggu-pelindung-otak-tingkatkan-risiko-stroke-26ps23peTv7,kumparan
