author,title,date,category,text,url
Eka Yudha Saputra,Komisi II DPR: WFH Tak Boleh Hambat Pelayanan Publik,23 Maret 2026  18.29 WIB,Politik,"WAKIL Ketua Komisi II DPR RI, Dede Yusuf Macan Effendi, meminta pemerintah memperhatikan pelayanan publik yang terdampak sebelum menerapkan kebijakan kerja dari rumah atau work from home (WFH) bagi ASN dan swasta. Anggota DPR Fraksi Demokrat ini mengatakan, konsep WFH memang pernah diterapkan di Jawa Barat beberapa waktu lalu. Hasilnya, kata Dede, cukup efektif dan efisien karena yang terpenting adalah output atau Key Performance Indicator (KPI) tercapai. “Tapi yang penting pelayanan publik secara fisik jangan terhambat. Jadi harus dipastikan juga yang piket tetap ada,” kata Dede Yusuf, Senin, 23 Maret 2026. Menurut dia, saat ini memang sudah banyak perusahaan swasta yang menerapkan WFH dengan standar output yang terukur. Ia menilai WFH bisa mengurangi ongkos listrik, air, AC, hingga transportasi secara efisien. Namun ia mengingatkan agar pemerintah atau instansi tetap melakukan pengawasan agar WFH justru tidak dijadikan alasan ASN untuk berpergian seenaknya. Sebab, percuma kalau WFH justru membuat orang lebih sering berpergian alih-alih menghemat BBM. Sementara itu, Anggota Komisi II DPR dari Fraksi NasDem Ujang Bey meminta pemerintah berhati-hati dalam menerapkan kebijakan WFH kepada ASN dan swasta. Ia mengingatkan pemerintah untuk mendesain rencana WFH secara matang dan terukur dengan memetakan jumlah pegawai terdampam. “Target berapa jumlah ASN maupun swasta yang akan terkena WFH dan dalam rentang waktu berapa lama? Instansi dan kementerian mana saja yang terdampak (ASN) dan perusahaan swasta apa aja? Dari jawaban pertanyaan tersebut di situ pemerintah akan menemukan berapa angka BBM yang bisa di hemat,” kata Ujang dalam keterangan tertulisnya, Senin, 23 Maret 2026. Ujang menyoroti dampak WFH ke sektor swasta. Sebab, karyawan swasta ini memiliki target capaian kinerja kepada perusahaan mereka. Ia mengatakan jangan sampai penerapan WFH bagi swasta mengganggu stabilitas kinerja perusahaan. “Artinya ini harus terkoordinasi dengan baik dengan perusahaan swasta yang akan terdampak,” katanya. Pemerintah berencana menerapkan WFH setelah Lebaran sebagai upaya penghematan energi di tengah kenaikan harga minyak dunia. Menteri Koordinator Bidang Perekonomian Airlangga Hartarto menyatakan kebijakan ini berlaku bagi aparatur sipil negara dan diimbau pula untuk sektor swasta. “(Aturan) WFH akan didetailkan. Tetapi sesudah Lebaran kami akan berlakukan. Untuk ASN maupun imbauan untuk swasta. Tetapi bukan yang bekerja di sektor pelayanan publik,” ujar Airlangga ditemui usai salat Idul Fitri di Jakarta, Sabtu, 21 Maret 2026, seerti dikutip dariAntara. Airlangga menegaskan kebijakan WFH hanya akan berlaku satu hari dalam sepekan. Menteri Sekretaris Negara Prasetyo Hadi menjelaskan mengatakan kebijakan WFH hanya akan diberlakukan untuk sektor tertentu. Pemerintah hingga saat ini masih mengkaji rencana pelaksanaan kebijakan tersebut. Prasetyo menegaskan, sejumlah sektor vital, seperti pelayanan publik, industri, dan perdagangan, tetap harus beroperasi normal. “Agar tidak disalahpahami, sektor pelayanan, industri, dan perdagangan kemungkinan tidak termasuk dalam kebijakan ini,” ujar Prasetyo di Istana Kepresidenan Jakarta, Sabtu, 21 Maret 2026.",https://www.tempo.co/politik/komisi-ii-dpr-wfh-tak-boleh-hambat-pelayanan-publik-2123927
Novali Panji Nugroho,"Kontak Tembak OPM dengan TNI di Maybrat, Dua Prajurit Tewas",23 Maret 2026  17.12 WIB,Politik,"TENTARA Pembebasan Nasional Papua Barat-OrganisasiPapuaMerdeka (TPNPB-OPM) mengklaim terlibat kontak tembak dengan Tentara Nasional Indonesia (TNI) di sebuah pos militer di Kampung Sori, Kabupaten Maybrat, Papua Barat Daya. Kontak tembak antara OPM dan TNI terjadi pada Ahad, 22 Maret 2026. Juru bicara TPNPB-OPM Sebby Sambom mengatakan penyerangan tersebut mengakibatkan korban jiwa. “Dua aparat militer tewas dan satu orang lainnya luka-luka kritis,” kata dia dalam keterangannya pada Senin, 23 Maret 2026. Kelompok kriminal bersenjata itu juga mengklaim menyita senjata yang dirampas oleh prajurit TNI dalam kontak tembak tersebut. Sebby mengatakan, ada dua unit laras panjang dan berbagai logistik militer yang kini sudah dibawa ke markas OPM di kawasan Maybrat. “Situasi sekarang akibat penyerangan pos militer mengakibatkan warga sipil ketakutan dan mengungsi kembali akibat takut adanya serangan balasan atau operasi militer ke pemukiman warga,” ucap Sebby. Gugurnya dua prajurit TNI dalam kontak tembak dengan OPM di Maybrat ini dikonfirmasi oleh Komandan Korem 181/Praja Vira Tama, Brigadir Jenderal Slamet Riyadi. Kedua korban jiwa berasal dari matra angkatan laut, yakni Prada Marinir berinisial AS dan Prada Marinir ES. Kedua korban telah dievakuasi ke Rumah Sakit Angkatan Laut dr. R. Oetojo Sorong. Sedangkan satu prajurit yang terkena tembakan berinisial Kopda Marinir ES masih dalam keadaan kritis. “Kami menyampaikan duka cita atas gugurnya dua prajurit TNI AL yang tergabung dalam Satgas Operasi Habema saat menjalankan tugas negara,” kata dia dalam keterangannya yang dilansirAntarapada Senin, 23 Maret 2026. Dia mengatakan,TNI kini meningkatkan pengamanan dan memperkuat fungsi intelijen setelah insiden penyerangan di Pos TNI di Maybrat. TNI, ujar Slamet, telah memetakan daerah berstatus rawan oleh gangguan kelompok kriminal bersenjata tersebut. “Penambahan pasukan sedang direncanakan termasuk penguatan intelijen. Informasi dari masyarakat dan aparat intelijen akan terus kami kembangkan,” kata jenderal bintang satu ini.",https://www.tempo.co/politik/kontak-tembak-opm-dengan-tni-di-maybrat-dua-prajurit-tewas-2123919
Hanin Marwah,Polri: Kebijakan One Way Nasional Arus Balik Berlaku Besok,23 Maret 2026  16.42 WIB,Hukum,"KEPOLISIAN Republik Indonesia (Polri) menjadwalkan penerapan rekayasa lalu lintas satu arah nasional di Tol Trans Jawa mulai besok, Selasa, 24 Maret 2026. Rekayasa ini dilakukan sebagai upaya mengurai kepadatan kendaraan pada periode puncak arus balik Lebaran 2026. “Rencana penerapanone waynasional dijadwalkan mulai 24 Maret 2026 dari KM 414 hingga KM 70,” kata Juru Bicara Satgas Humas Operasi Ketupat 2026 Komisaris Besar Marupa Sagala dalam keterangan tertulis, Senin, 23 Maret 2026. Selain satu arah nasional, Polri juga akan menerapkan rekayasa lalu lintas secara situasional, termasuk jalur berlawanan arah dan satu arah lokal sebagai langkah antisipasi. Marupa menuturkan arus lalu lintas per hari ini terpantau landai dengan penerapan kembali normal dua arah, namun arus balik menuju Jakarta mulai menunjukkan peningkatan secara bertahap. “Kami mengimbau masyarakat untuk merencanakan perjalanan dengan baik dan memanfaatkan kebijakan yang ada agar perjalanan dapat dilakukan secara bertahap,” katanya. Berdasarkan data volume lalu lintas pada Ahad, 22 Maret 2026 pukul 6.00 hingga 22.00 WIB, tercatat volume kendaraan yang memasuki Jakarta sebanyak 122.994. Jumlah ini turun 3,66 persen dari kondisi normal, namun meningkat 3,73 persen dibandingkan periode lebaran di tahun sebelumnya. Adapun, sebanyak 168.159 kendaraan tercatat meninggalkan Jakarta melalui empat gerbang tol utama. Jumlah ini meningkat 65,79 persen dari volume normal dan naik 2,06 persen dibandingkan lebaran tahun lalu. Pada periode mudik lebaran tahun ini, kepolisian memprediksi puncak arus balik akan terjadi dalam dua gelombang. Gelombang pertama pada 24 Maret 2026, sementara gelombang kedua pada 28-29 Maret 2026.",https://www.tempo.co/hukum/polri-kebijakan-one-way-nasional-arus-balik-berlaku-besok-2123913
Sita Planasari,Jepang Bantah akan Kerahkan Angkatan Laut ke Selat Hormuz,23 Maret 2026  20.47 WIB,Internasional,"JEPANGpada Senin 23 Maret 2026 membantah klaim utusan Amerika Serikat untuk PBB Mike Waltz bahwa Perdana Menteri Jepang Sanae Takaichi telah berkomitmen untuk mengerahkan sebagian angkatan lautnya untuk operasi diSelat Hormuz. Pada konferensi pers di Tokyo, Sekretaris Kabinet Jepang Minoru Kihara mengatakan: ""Tidak benar bahwa Jepang membuat janji konkret"" mengenai blokade Selat Hormuz. Ia mengatakan bahwa selama pertemuan dengan Takaichi di Washington pada Kamis, Presiden AS Donald Trump meminta kontribusi dari Jepang, menurutJiji Press,seperti dilansirAnadolu. Pada Ahad, Waltz mengklaim dalam sebuah wawancara denganCBS News: “Kami baru saja mendapatkan komitmen dari Perdana Menteri Jepang untuk mengerahkan sebagian angkatan lautnya dan angkatan laut Jepang, 80 persen dari apa yang keluar dari Teluk akan menuju Asia.” “Jadi kami melihat sekutu kita berbalik arah sebagaimana mestinya, tetapi pada saat yang sama, presiden (Trump) tidak akan mentolerir rezim ini, karena telah mengancam dan mencoba selama lima dekade untuk menyandera pasokan energi dunia,” kata dia. Tokyo juga mengisyaratkan kemungkinan pengerahan Pasukan Bela Diri untuk operasi penyapuan ranjau di Selat Hormuz jika gencatan senjata tercapai antara Iran, AS, dan Israel. ""Katakanlah (jika terjadi) gencatan senjata, dan jika ranjau menjadi penghalang, kita mungkin perlu mempertimbangkannya,"" kata Menteri Luar Negeri Toshimitsu Motegi, merujuk pada potensi pengerahan Pasukan Bela Diri. Namun, Motegi, yang menghadiri pembicaraan puncak Jepang-AS di Washington Kamis lalu, mengatakan bahwa ""tidak ada janji khusus"" yang dibuat dan tidak ada masalah yang memerlukan pertimbangan lebih lanjut di Tokyo. Serangan AS-Israel terhadap Iran dimulai pada 28 Februari, dengan Teheran membalas melalui serangan drone dan rudal berulang yang menargetkan Israel dan negara-negara Teluk yang menampung aset militer AS. Jepang mengimpor sekitar 90 persen minyak mentahnya dari Timur Tengah, sebagian besar melewati jalur air yang sempit tersebut.",https://www.tempo.co/internasional/jepang-bantah-akan-kerahkan-angkatan-laut-ke-selat-hormuz-2123946
Antara,"Daftar Harga BBM di SPBU Pertamina, Shell, BP dan Vivo",23 Maret 2026  18.29 WIB,Bisnis,"HARGA bahan bakar minyak (BBM) di stasiun pengisian bahan bakar umum (SPBU) Pertamina, Shell, bp, dan Vivo terpantau stabil sejak awal Maret hingga kini.Harga BBMnonsubsidi tak berubah di masa arus balik libur Lebaran ini dan di tengah memanasnya konflik Timur Tengah. Situs resmi Pertamina di Jakarta, Senin, 23 Maret 2026, mencatat harga Pertamax Series dan Pertamina Dex Series tak berubah sejak awal Maret 2026. Berikut ini adalah rincian harga BBM SPBU Pertamina di Jakarta. Harga Pertalite Rp 10.000 per liter;Solar subsidi Rp 6.800 per liter;Pertamax Rp 12.300 per liter;Pertamax Turbo Rp 13.100 per liter;Pertamax Green Rp 12.900 per liter;Dexlite Rp 14.200 per liter;Pertamina Dex Rp 14.500 per liter. Dikutip dariAntara, harga BBM di SPBU Shell juga terpantau stabil sejak awal bulan Maret. Berikut ini rincian harga BBM di SPBU Shell sebagaimana yang dikutip dari laman resmi SPBU Shell. Shell Super Rp 12.390 per liter; danV-Power Diesel Rp 14.620 per liter. Berikutnya, harga BBM di SPBU bp juga tak berbeda dengan SPBU Shell dan Pertamina. Harga BBM bp stabil jika dibandingkan dengan harga BBM pada awal Maret. Berikut ini rincian harga BBM di SPBU BP: BP Ultimate Rp 12.930 per liter;BP 92 Rp 12.390 per liter;BP Ultimate Diesel Rp 14.620 per liter. Harga BBM di SPBU Vivo juga tidak berubah sejak awal Maret 2026. Berikut ini adalah daftar harga BBM SPBU Vivo: Revvo 92: Rp 12.390 per liter;Revvo 95: Rp 12.930 per liter;Diesel Primus: Rp 14.610 per liter",https://www.tempo.co/ekonomi/daftar-harga-bbm-di-spbu-pertamina-shell-bp-dan-vivo-2123924
Sita Planasari,AS Klaim Jepang Siap Kerahkan Angkatan Laut ke Selat Hormuz,23 Maret 2026  20.19 WIB,Internasional,"UTUSANAmerika Serikatuntuk PBB Mike Waltz pada Ahad mengklaim bahwa Perdana MenteriJepangSanae Takaichi telah berkomitmen untuk mengerahkan sebagian angkatan lautnya untuk operasi diSelat Hormuz. ""Karena begitu banyak energi yang dikirim ke Eropa melalui selat tersebut, Perdana Menteri Jepang baru saja berkomitmen untuk mengerahkan sebagian angkatan lautnya, dan 80 persen dari energi yang keluar dari Teluk dikirim ke Asia,"" klaim Waltz dalam sebuah wawancara denganCBS Newsseperti dikutipThe Hill. ""Jadi, kami melihat sekutu kita berbalik arah sebagaimana mestinya, tetapi pada saat yang sama, presiden (Donald Trump) tidak akan mentolerir rezim ini, karena telah mengancam dan mencoba selama lima dekade untuk menyandera pasokan energi dunia,""ujar dia. Tokyo juga mengisyaratkan kemungkinan pengerahan Pasukan Bela Diri (SDF) untuk operasi penyapuan ranjau di Selat Hormuz jika gencatan senjata tercapai antara Iran, AS, dan Israel. ""Teknologi penyapu ranjau Jepang berada di tingkat teratas di dunia. Katakanlah (jika terjadi) gencatan senjata, dan jika ranjau menjadi penghalang, kita mungkin perlu mempertimbangkannya,"" kata Menteri Luar Negeri Jepang Toshimitsu Motegi, merujuk pada potensi pengerahan SDF. Namun, Motegi yang menghadiri pembicaraan puncak Jepang-AS di Washington Kamis lalu, mengatakan bahwa ""tidak ada janji khusus"" yang dibuat dan tidak ada masalah yang memerlukan pertimbangan lebih lanjut di Tokyo. Serangan AS-Israel terhadap Iran dimulai pada 28 Februari, dengan Teheran membalas melalui serangan drone dan rudal berulang yang menargetkan Israel dan negara-negara Teluk yang menampung aset militer AS. Jepang mengimpor sekitar 90 persen minyak mentahnya dari Timur Tengah, sebagian besar melewati jalur air Selat Hormuz. Sementara itu, Menteri Luar Negeri Iran Abbas Araghchi menulis pada Ahad di platform media sosial X bahwa Selat Hormuz tidak ""tertutup,"" tetapi kapal-kapal ""ragu-ragu karena perusahaan asuransi takut akan perang pilihan yang Anda mulai—bukan Iran.""",https://www.tempo.co/internasional/as-klaim-jepang-siap-kerahkan-angkatan-laut-ke-selat-hormuz-2123941
Ervana Trikarinaputri,"Prabowo: Indonesia Aman, Minta Publik Adil Nilai Polisi",23 Maret 2026  20.46 WIB,Politik,"PRESIDEN Prabowo Subianto menyatakansituasi keamanan dan sosial di Indonesiatidak seburuk yang dibayangkan banyak pihak, bahkan jika dibandingkan dengan kondisi di sejumlah negara lain. Menurut dia, Indonesia tetap termasuk negara yang relatif aman secara umum. Prabowo menyampaikan ini dalam forum diskusi meja bundar bersama wartawan dan pakar di kediaman pribadinya di Hambalang, Bogor, Jawa Barat, pada Selasa, 17 Maret 2026. Presiden mengatakan, persoalan sosial dan kekerasan sering terjadi di banyak negara, dan bukan fenomena yang unik hanya di Indonesia. “Ini masalah sosial di mana-mana, tapi our country is not doing that bad,” ujar Prabowo dikutip dari video wawancara yang diunggah di akun YouTube Prabowo. Presiden meminta masyarakat tidak berpersepsi buruk terhadap situasi nasional. Ia memberi contoh beberapa negara besar yang kerap menghadapi kejahatan kekerasan yang intens dan menjadi sorotan internasional. Dia mencontohkan, insiden perampokan atau penyerangan di kereta api yang sering terjadi di sejumlah kota besar dunia, bahkan karena latar belakang ras pengunjungnya. “Anda datang ke banyak negara. Di kereta api, Anda dirampok. Anda dipukul, hanya karena ras Anda,” ujar Prabowo untuk menggambarkan betapa kompleksnya masalah sosial di berbagai negara. Pernyataan ini merujuk pada kenyataan bahwa isu keamanan bukan hanya masalah Indonesia, tetapi juga isu global yang serius. Dalam wawancara itu, Prabowo juga membandingkan institusikepolisianIndonesia dengan situasi di Amerika Serikat, yang baru-baru ini menjadi sorotan publik global melalui gerakan Black Lives Matter—aktivisme yang menyoroti isu rasisme sistemik dan kebrutalan aparat terhadap warga kulit hitam. “Anda kecewa sama polisi-polisi kita. Kau bisa lihat polisi-polisi di Amerika. Black Lives Matter. Orang enggak bersalah ditembak,” ujar Prabowo. Dia menekankan, setiap negara memiliki tantangan tersendiri dalam sistem penegakan hukumnya. Presiden kemudian mengajak publik untuk melihat secara adil dan proporsional kinerja kepolisian Indonesia. Menurut dia, dari sekitar 400 ribu personel polisi, banyak di antaranya yang bekerja keras dan profesional dalam menjalankan tugasnya. Prabowo menilai, tindakan menyimpang atau kecenderungan pelanggaran hukum tidak hanya terjadi di satu institusi saja, melainkan dapat ditemukan di berbagai lembaga lainnya. “Ada oknum-oknum enggak beres. Di semua birokrasi kita, banyak yang nggak beres. Ya, ini, we want to try. Kita berharap generasi-generasi yang akan datang akan lebih baik,” katanya. Pernyataan ini muncul di saat sejumlah lembaga hak asasi manusia dan organisasi masyarakat sipil menyoroti tentang dugaan kekerasan aparat terhadap demonstran dan aktivis di tahun-tahun sebelumnya. Catatan dari Amnesty International menunjukkan adanya laporan tentang penggunaan kekuatan berlebihan oleh aparat penegak hukum dalam beberapa aksi unjuk rasa pada 2025. Prabowo menegaskan, citra buruk terhadap institusi penegak hukum disebabkan tindakan beberapa pihak yang berkuasa. ""Kita juga harus fair, selalu itu adalah nila setitik merusak susu sebelanga. Mungkin beberapa oknum tapi dia punya power, dia bisa berbuat seenaknya. Tapi ratusan ribu polisi yang lain terkena nama jeleknya,"" ujarnya. Presiden menilai, karakter masalah tersebut bersifat global dan tidak hanya menjadi cermin bagi Indonesia. Karena itu, ia mendorong perlunya koreksi internal di setiap lembaga sebelum pemerintah mengambil langkah kebijakan lebih jauh. Prabowo memberikan kesempatan bagi setiap lembaga untuk melakukan koreksi internal terlebih dahulu, sebelum pemerintah mengambil langkah lebih lanjut. Ia mencontohkan mekanisme audit. Dalam sebuah kepemimpinan, kata dia, langkah audit terkadang menjadi jalan terbaik.",https://www.tempo.co/politik/prabowo-indonesia-aman-minta-publik-adil-nilai-polisi-2123945
Sita Planasari,AS Pertimbangkan Serbu Pulau Kharg di Iran,23 Maret 2026  20.06 WIB,Internasional,"AMERIKA Serikatdilaporkan mempertimbangkan operasi militer darat untuk merebut Pulau Kharg diIran, pusat ekspor minyak utama Iran. Ini seiring percepatan pengerahan pasukan ke kawasan, menurut harianThe Jerusalem Postseperti dilansirAnadolupada Senin 23 Maret 2026. Jerusalem Post, mengutip dua sumber yang mengetahui masalah tersebut, mengatakan bahwa pejabat senior AS baru-baru ini memberi tahu Israel dan negara-negara lain bahwa Washington mungkin tidak punya pilihan lain selain melancarkan operasi darat untuk menguasai pulau tersebut. Seorang pejabat AS juga mengatakan kepada surat kabar tersebut bahwa militer AS telah mempercepat pengerahan ribuan Marinir dan personel Angkatan Laut ke Timur Tengah sebagai bagian dari persiapan untuk operasi potensial. Laporan tersebut mengatakan bahwa bala bantuan tersebut termasuk Gugus Siap Amfibi USS Boxer bersama dengan kapal transportasi amfibi USS Portland dan USS Comstock. Dikatakan bahwa pengerahan tersebut dapat melibatkan sekitar 4.500 Marinir dan pasukan tempur tambahan, yang menimbulkan spekulasi tentang kemungkinan operasi pendaratan di pulau tersebut. Pulau Kharg, yang terletak di Teluk Persia, adalah tulang punggung ekonomi vital Iran dan pusat ekspor minyak utama, memproses sekitar 90 persen pengiriman minyak mentah negara itu, yang seringkali ditujukan ke Cina. Laporan tersebut menambahkan bahwa diskusi baru-baru ini telah berlangsung di dalam pemerintahan AS tentang kemungkinan merebut pulau tersebut untuk menekan Iran agar berhenti mengganggu lalu lintas maritim melalui Selat Hormuz. Sejak awal Maret, Iran secara efektif menutup Selat Hormuz bagi sebagian besar kapal. Rute transit minyak utama ini biasanya menangani sekitar 20 juta barel minyak per hari dan sekitar 20 persen perdagangan gas alam cair global. Penutupan ini telah meningkatkan biaya pengiriman dan asuransi, mendorong harga minyak lebih tinggi, dan menimbulkan kekhawatiran ekonomi global. Sebelumnya, laporanAxiospada 20 Maret menyebutkan bahwa Presiden AS Donald Trump siap mengambil alih Pulau Kharg guna menekan Teheran agar membuka jalur pelayaran di Selat Hormuz. Sementara pada 22 Maret, Menteri Keuangan AS Scott Bessent menyatakan semua opsi masih terbuka dan tidak menutup kemungkinan mengirim pasukan ke pulau tersebut. Seperti diketahui, AS dan Israel pada 28 Februari melancarkan serangan terhadap sejumlah target di Iran, termasuk di Teheran, yang menyebabkan kerusakan dan korban sipil. Iran kemudian membalas dengan menyerang wilayah Israel dan fasilitas militer AS di Timur Tengah.",https://www.tempo.co/internasional/as-pertimbangkan-serbu-pulau-kharg-di-iran-2123939
Riani Sanusi Putri,Perubahan Status Tahanan Yaqut Gerus Kepercayaan ke Prabowo,23 Maret 2026  18.10 WIB,Hukum,"KETUA IM57+ Institute, Lakso Anindito, menilai pengalihan penahanan mantan menteri agama,Yaqut Cholil Qoumas, menjadi tahanan rumah berpotensi menurunkan kepercayaan publik terhadap Komisi Pemberantasan Korupsi (KPK). Pasalnya, baru kali ini KPK memberikan perlakuan khusus dengan membebaskan tersangka dari rumah tahanan menjelang Idul Fitri. Yaqut, yang merupakan tersangka kasus korupsi kuota haji, menjalani tahanan rumah sejak Kamis, 19 Maret 2026. Pemindahan dari Rumah Tahanan KPK terjadi dua hari setelah Keluarga Yaqut mengajukan permohonan kepada KPK. “Hal tersebut akan menurunkan kepercayaan publik terhadap pemberantasan korupsi bukan hanya oleh KPK tetapi juga Presiden Prabowo Subianto,” ujar Lakso dalam keterangan tertulis, Ahad, 23 Maret 2026. IM57+ Institute menilai KPK perlu menjelaskan alasan pengalihan penahanan Yaqut dari Rumah Tahanan KPK menjadi tahanan rumah. Selain itu, menurut Lakso, Presiden perlu memastikan independensi KPK tetap terjaga dari berbagai potensi intervensi. Lakso mengingatkan jangan sampai keputusan tersebut dipengaruhi oleh kedekatan Yaqut dengan kekuasaan. Menurut dia, pemberantasan korupsi pada dasarnya adalah perlawanan terhadap impunitas kekuasaan. Karena itu, independensi menjadi faktor utama yang membangun kepercayaan publik terhadap KPK. “Independensi akan runtuh jika ada perlakuan khusus terhadap pelaku korupsi melalui privilese,” ujarnya. KPK belum menjelaskan secara rinci alasan mengalihkan Yaqut menjadi tahanan rumah. Juru bicara KPK, Budi Prasetyo, mengatakan bahwa pengalihan jenis penahanan Yaqut berlandaskan pada permohonan keluarga sebelum Idul Fitri 1447 Hijriah. Menurut KPK, permintaan pengalihan jenis penahanan itu dapat dikabulkan dengan mengacu pada Pasal 108 ayat (1) dan (11) Undang-Undang Nomor 20 Tahun 2025 tentang Kitab Undang-Undang Hukum Acara Pidana. Budi memastikan proses pengalihan penahanan Yaqut bersifat sementara. Namun, ia tak menjelaskan kapan status Yaqut sebagai tahanan rumah akan berakhir.",https://www.tempo.co/hukum/perubahan-status-tahanan-yaqut-gerus-kepercayaan-ke-prabowo-2123916
Antara,Kata Pemerintah soal Mudik Lebaran Menggerakkan Perekonomian,23 Maret 2026  20.31 WIB,Bisnis,"JURU Bicara Kementerian Koordinator Perekonomian Haryo Limanseto memperkirakan aktivitas masyarakat selama periodemudikIdul Fitri 2026 bakal menjadi instrumen guna meningkatkan perputaran ekonomi nasional. Hal ini didasarkan pada karakteristik kegiatan mudik massal, terjadwal, serta memiliki efek berganda (multiplier effect) karena merupakan penggerak berbagai sektor riil secara simultan. Menurut Haryo, setiap pengeluaran pemudik menciptakan efek pengganda yang memberikan dampak berlapis bagi pelaku ekonomi, termasuk UMKM, pedagang, dan sektor jasa transportasi. ""Peningkatan aktivitas tersebut juga berkontribusi pada kenaikan pendapatan dari sektor perdagangan dan jasa,” ujarnya dalam keterangan tertulis di Jakarta, Senin, 23 Maret 2026, seperti dikutip dariAntara. Secara empiris, kata Haryo, mudik Idul Fitri telah terbukti menjadi instrumen penguatan ekonomi yang konsisten dan terukur. Hal ini juga ditunjukkan oleh kajian Badan Pusat Statistik (BPS) tahun 2023 bahwa aktivitas mudik berkontribusi sekitar 1,5 persen terhadap pertumbuhan ekonomi nasional secara tahunan (yoy). Kontribusi itu terjadi melalui redistribusi aliran uang dari pusat aktivitas ekonomi ke berbagai wilayah, sehingga memperluas dampak ekonomi dan meningkatkan peredaran uang secara lebih merata. “Dengan potensi yang besar tersebut, sinergi kebijakan serta penguatan peran UMKM menjadi kunci untuk mengoptimalkan momentum mudik Lebaran guna mendorong pertumbuhan ekonomi yang inklusif dan berkelanjutan,” tutur Haryo. Selain itu, data historis menunjukkan konsumsi rumah tangga naik 15–20 persen ketimbang bulan normal, seiring dengan tingginya mobilitas masyarakat dan meningkatnya kecepatan perputaran uang(velocity of money). Adapun tingginya Marginal Propensity to Consume (MPC) masyarakat Indonesia pada periode ini turut memperkuat dorongan konsumsi, termasuk peningkatan pendapatan pelaku UMKM daerah hingga 50–70 persen. Sedangkan pada momen Idul Fitri 2026, proyeksi aktivitas ekonomi menunjukkan tren yang optimistis dan diperkirakan naik bila dibandingkan tahun sebelumnya. Bila mengacu pada Idul Fitri 2025 yang mencatat pergerakan masyarakat mencapai 154,62 juta orang, pergerakan dan belanja masyarakat di tahun 2026 diharapkan semakin meningkat. Dengan begitu, kegiatan mudik diharapkan bisa menunjang target pertumbuhan ekonomi tahunan sebesar 5,5-5,6 persen (yoy). Haryo menyatakan optimisme tersebut didukung oleh berbagai kebijakan stimulus, antara lain alokasi stimulus fiskal lebih dari Rp 12,8 triliun, penyaluran bantuan sosial sebesar Rp 11,92 triliun kepada 5,04 juta Keluarga Penerima Manfaat (KPM) menjelang Idul Fitri, dam diskon tarif transportasi senilai Rp 911,16 miliar. Lebih jauh, ia memaparkan kontribusi konsumsi rumah tangga sekitar 53–54 persen terhadap Produk Domestik Bruto (PDB) dan ditambah berbagai stimulus bakal mampu memberikan dampak positif terhadap kinerja ekonomi nasional. Pemerintah, kata Haryo, tiap tahun juga secara konsisten telah menerapkan berbagai kebijakan untuk mendorong aktivitas ekonomi melalui momentum mudik Idul Fitri. Caranya dengan mengeluarkan kebijakan diskon tiket transportasi umum yang dikompensasi melalui subsidi dan insentif fiskal, serta penangguhan Pajak Pertambahan Nilai (PPN) sebesar 6 persen untuk tiket pesawat padaLebaran2025 yang berhasil menurunkan harga tiket hingga 14 persen. Tak hanya itu, pemerintah juga menurunkan biaya kebandaraan dan harga avtur di 37 bandara guna meningkatkan keterjangkauan layanan penerbangan bagi masyarakat, Program Mudik Gratis untuk meringankan biaya perjalanan masyarakat, serta kebijakan Work From Anywhere (WFA) ASN sejak 2022–2025. Ia mengklaim kebijakan WFA telah menjadi inovasi strategis yang tidak hanya berfokus pada penguraian kepadatan arus mudik, tetapi juga secara terukur mampu memperpanjang durasi tinggal pemudik di kampung halaman. Dengan tetap menjalankan pekerjaan dan menerima pendapatan secara penuh, pemudik memiliki ruang waktu yang lebih panjang untuk beraktivitas dan berbelanja, sehingga mendorong peningkatan perputaran uang dan memperkuat aktivitas ekonomi selama periode Lebaran. Haryo menilai meski ada tekanan global akibat konflik Iran dan Israel-AS, fundamental perekonomian tetap kuat. ""Pemerintah juga berkomitmen tidak menaikkan harga BBM saat ini, sehingga daya beli masyarakat tetap terjaga. Jadi untuk Idul Fitri tahun ini diprediksi kita optimis ekonomi bisa lebih baik dari tahun sebelumnya.""",https://www.tempo.co/ekonomi/kata-pemerintah-soal-mudik-lebaran-menggerakkan-perekonomian-2123932
